Quarter,Miles,NumTicketsOrdered,AirlineCompany,OriginState,DestState,PricePerTicket,Airport_x,ogCity,og,Airport_y,destCity,dest
2,449.0,1.0,American Airlines,North Carolina,Pennsylvania,285.5,Charlotte/Douglas International Airport,Charlotte,"Charlotte, NC (CLT)",Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)"
2,1189.0,2.0,Spirit Airlines,Florida,Puerto Rico,64.58,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Luis Mu?oz Marn International Airport,San Juan / Carolina,"San Juan / Carolina, PR (SJU)"
4,547.0,1.0,Delta Air Lines,Georgia,Virginia,410.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Ronald Reagan Washington National Airport,"Washington, D.C. / Arlington County","Washington, D.C. / Arlington County, VA (DCA)"
2,1522.0,1.0,American Airlines,North Carolina,Colorado,266.0,Wilmington International Airport,Wilmington,"Wilmington, NC (ILM)",Denver International Airport,Denver,"Denver, CO (DEN)"
2,2584.0,1.0,United Airlines,California,Florida,723.0,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)"
3,390.0,2.0,Southwest Airlines,California,California,154.0,Ontario International Airport,Ontario,"Ontario, CA (ONT)",Sacramento International Airport,Sacramento,"Sacramento, CA (SMF)"
3,719.0,2.0,American Airlines,Illinois,New Jersey,128.5,Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)",Newark Liberty International Airport,Newark,"Newark, NJ (EWR)"
2,1491.0,13.0,Southwest Airlines,Colorado,Maryland,219.5,Denver International Airport,Denver,"Denver, CO (DEN)",Baltimore/Washington International Thurgood Marshall Airport,Baltimore / Glen Burnie,"Baltimore / Glen Burnie, MD (BWI)"
3,1504.0,1.0,Southwest Airlines,Texas,New Jersey,301.5,Austin-Bergstrom International Airport,Austin,"Austin, TX (AUS)",Newark Liberty International Airport,Newark,"Newark, NJ (EWR)"
1,1246.0,4.0,Southwest Airlines,California,Texas,163.5,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Dallas Love Field,Dallas,"Dallas, TX (DAL)"
4,1189.0,1.0,JetBlue Airways,Florida,Puerto Rico,422.0,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Luis Mu?oz Marn International Airport,San Juan / Carolina,"San Juan / Carolina, PR (SJU)"
3,405.0,1.0,Southwest Airlines,Illinois,Missouri,248.5,Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)",Kansas City International Airport,Kansas City,"Kansas City, MO (MCI)"
3,957.0,4.0,Southwest Airlines,Florida,Texas,218.0,Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)",William P. Hobby Airport,Houston,"Houston, TX (HOU)"
3,1024.0,1.0,United Airlines,Washington,Colorado,131.0,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",Denver International Airport,Denver,"Denver, CO (DEN)"
2,2486.0,4.0,American Airlines,Hawaii,California,340.5,Kahului Airport,"Kahului , Maui","Kahului , Maui, HI (OGG)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
1,1065.0,1.0,JetBlue Airways,New Jersey,Florida,181.0,Newark Liberty International Airport,Newark,"Newark, NJ (EWR)",Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)"
4,851.0,4.0,Allegiant Air,Tennessee,Florida,82.0,Memphis International Airport,Memphis,"Memphis, TN (MEM)",Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)"
1,794.0,1.0,Allegiant Air,Louisiana,Ohio,109.5,Louis Armstrong New Orleans International Airport,New Orleans,"New Orleans, LA (MSY)",Rickenbacker International Airport,Columbus,"Columbus, OH (LCK)"
3,679.0,1.0,United Airlines,California,Washington,486.5,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
4,328.0,1.0,American Airlines,Texas,Kansas,301.0,Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)",Wichita Dwight D. Eisenhower National Airport,Wichita,"Wichita, KS (ICT)"
2,793.0,2.0,Southwest Airlines,Texas,Illinois,245.5,Dallas Love Field,Dallas,"Dallas, TX (DAL)",Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)"
1,362.0,1.0,Southwest Airlines,California,California,223.0,Oakland International Airport,Oakland,"Oakland, CA (OAK)",Ontario International Airport,Ontario,"Ontario, CA (ONT)"
3,927.0,1.0,Frontier Airlines,Ohio,Florida,170.0,Cleveland-Hopkins International Airport,Cleveland,"Cleveland, OH (CLE)",Tampa International Airport,Tampa,"Tampa, FL (TPA)"
1,4502.0,1.0,Delta Air Lines,Georgia,Hawaii,421.5,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Daniel K. Inouye International Airport,"Honolulu , Oahu","Honolulu , Oahu, HI (HNL)"
4,689.0,2.0,Delta Air Lines,Washington,Utah,214.0,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",Salt Lake City International Airport,Salt Lake City,"Salt Lake City, UT (SLC)"
3,641.0,1.0,American Airlines,Texas,Colorado,411.0,Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)",Denver International Airport,Denver,"Denver, CO (DEN)"
3,1072.0,3.0,Spirit Airlines,Florida,Missouri,66.0,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Kansas City International Airport,Kansas City,"Kansas City, MO (MCI)"
1,2400.0,15.0,United Airlines,California,North Carolina,148.0,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",Raleigh-Durham International Airport,Raleigh,"Raleigh, NC (RDU)"
1,781.0,6.0,Allegiant Air,Kentucky,Florida,270.0,Blue Grass Airport,Lexington,"Lexington, KY (LEX)",Punta Gorda Airport,Punta Gorda,"Punta Gorda, FL (PGD)"
1,475.0,1.0,Southwest Airlines,Wisconsin,Tennessee,115.5,General Mitchell International Airport,Milwaukee,"Milwaukee, WI (MKE)",Nashville International Airport,Nashville,"Nashville, TN (BNA)"
3,2457.0,1.0,United Airlines,California,Maryland,331.0,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",Baltimore/Washington International Thurgood Marshall Airport,Baltimore / Glen Burnie,"Baltimore / Glen Burnie, MD (BWI)"
2,1009.0,9.0,Alaska Airlines,Oregon,Arizona,126.0,Portland International Airport,Portland,"Portland, OR (PDX)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
1,872.0,1.0,American Airlines,Texas,Arizona,247.0,Austin-Bergstrom International Airport,Austin,"Austin, TX (AUS)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
1,236.0,1.0,Southwest Airlines,Nevada,California,130.6,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
3,2306.0,1.0,United Airlines,Virginia,Washington,354.0,Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
1,337.0,1.0,United Airlines,California,California,96.5,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
4,719.0,14.0,Southwest Airlines,Florida,Kentucky,137.5,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Louisville International Airport,Louisville,"Louisville, KY (SDF)"
2,758.0,2.0,Southwest Airlines,Florida,Virginia,107.0,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)"
4,1050.0,1.0,Southwest Airlines,Washington,California,213.5,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",San Diego International Airport,San Diego,"San Diego, CA (SAN)"
2,197.0,1.0,Southwest Airlines,California,Nevada,125.57,Ontario International Airport,Ontario,"Ontario, CA (ONT)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
1,416.0,2.0,United Airlines,North Carolina,New Jersey,178.5,Raleigh-Durham International Airport,Raleigh,"Raleigh, NC (RDU)",Newark Liberty International Airport,Newark,"Newark, NJ (EWR)"
3,436.0,2.0,Southwest Airlines,Louisiana,Texas,117.37,Louis Armstrong New Orleans International Airport,New Orleans,"New Orleans, LA (MSY)",Dallas Love Field,Dallas,"Dallas, TX (DAL)"
1,1042.0,2.0,Delta Air Lines,Texas,Minnesota,337.0,Austin-Bergstrom International Airport,Austin,"Austin, TX (AUS)",MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)"
1,696.0,2.0,Alaska Airlines,Washington,California,117.0,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",Norman Y. Mineta San Jos International Airport,San Jose,"San Jose, CA (SJC)"
1,1587.0,2.0,Delta Air Lines,Arizona,Georgia,208.0,Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
2,872.0,1.0,American Airlines,Texas,Arizona,96.0,Austin-Bergstrom International Airport,Austin,"Austin, TX (AUS)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
4,1721.0,1.0,Delta Air Lines,Illinois,Washington,357.0,Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
2,601.0,1.0,Southwest Airlines,Nevada,Arizona,121.5,Reno/Tahoe International Airport,Reno,"Reno, NV (RNO)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
1,843.0,1.0,American Airlines,Arizona,Texas,210.0,Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)",San Antonio International Airport,San Antonio,"San Antonio, TX (SAT)"
2,594.0,1.0,Delta Air Lines,Florida,Georgia,425.5,Miami International Airport,Miami,"Miami, FL (MIA)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
3,1010.0,2.0,Southwest Airlines,New York,Florida,188.5,LaGuardia Airport,New York,"New York, NY (LGA)",Tampa International Airport,Tampa,"Tampa, FL (TPA)"
3,1072.0,1.0,Southwest Airlines,Rhode Island,Florida,283.5,Theodore Francis Green State Airport,Providence / Warwick,"Providence / Warwick, RI (PVD)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
1,447.0,1.0,Southwest Airlines,California,California,162.0,San Diego International Airport,San Diego,"San Diego, CA (SAN)",San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)"
3,371.0,1.0,Southwest Airlines,California,California,159.5,Oakland International Airport,Oakland,"Oakland, CA (OAK)",John Wayne Airport,Santa Ana,"Santa Ana, CA (SNA)"
1,804.0,5.0,Southwest Airlines,Colorado,Nevada,88.0,Denver International Airport,Denver,"Denver, CO (DEN)",Reno/Tahoe International Airport,Reno,"Reno, NV (RNO)"
2,787.0,1.0,JetBlue Airways,Florida,Maryland,251.0,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Baltimore/Washington International Thurgood Marshall Airport,Baltimore / Glen Burnie,"Baltimore / Glen Burnie, MD (BWI)"
2,1318.0,3.0,Allegiant Air,Texas,California,226.0,McAllen Miller International Airport,McAllen,"McAllen, TX (MFE)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
2,2475.0,2.0,Alaska Airlines,California,New York,230.5,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",John F. Kennedy International Airport,New York,"New York, NY (JFK)"
1,153.0,5.0,Southwest Airlines,South Carolina,Georgia,69.0,Greenville-Spartanburg International Airport,Greenville,"Greenville, SC (GSP)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
2,675.0,1.0,American Airlines,Florida,Louisiana,389.0,Miami International Airport,Miami,"Miami, FL (MIA)",Louis Armstrong New Orleans International Airport,New Orleans,"New Orleans, LA (MSY)"
1,1222.0,1.0,United Airlines,Texas,Nevada,91.0,George Bush Intercontinental Airport,Houston,"Houston, TX (IAH)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
4,719.0,1.0,United Airlines,Illinois,New Jersey,103.17,Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)",Newark Liberty International Airport,Newark,"Newark, NJ (EWR)"
2,592.0,1.0,American Airlines,Colorado,Texas,85.0,City of Colorado Springs Municipal Airport,Colorado Springs,"Colorado Springs, CO (COS)",Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)"
2,787.0,5.0,Southwest Airlines,Tennessee,Maryland,189.0,Memphis International Airport,Memphis,"Memphis, TN (MEM)",Baltimore/Washington International Thurgood Marshall Airport,Baltimore / Glen Burnie,"Baltimore / Glen Burnie, MD (BWI)"
1,337.0,1.0,Virgin America,California,California,165.5,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
3,1679.0,1.0,United Airlines,California,Missouri,229.0,Sacramento International Airport,Sacramento,"Sacramento, CA (SMF)",St. Louis Lambert International Airport,St. Louis,"St. Louis, MO (STL)"
4,600.0,5.0,Allegiant Air,Oregon,Nevada,58.0,Rogue Valley International-Medford Airport,Medford,"Medford, OR (MFR)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
1,888.0,2.0,United Airlines,Colorado,Illinois,126.5,Denver International Airport,Denver,"Denver, CO (DEN)",Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)"
4,806.0,3.0,American Airlines,Florida,Tennessee,146.0,Miami International Airport,Miami,"Miami, FL (MIA)",Nashville International Airport,Nashville,"Nashville, TN (BNA)"
4,1605.0,1.0,United Airlines,Colorado,New Jersey,380.0,Denver International Airport,Denver,"Denver, CO (DEN)",Newark Liberty International Airport,Newark,"Newark, NJ (EWR)"
1,2419.0,1.0,United Airlines,Virginia,California,795.0,Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)",San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)"
2,647.0,1.0,Southwest Airlines,Arizona,California,137.69,Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)",Sacramento International Airport,Sacramento,"Sacramento, CA (SMF)"
4,2013.0,1.0,Delta Air Lines,Michigan,California,351.0,Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)",Sacramento International Airport,Sacramento,"Sacramento, CA (SMF)"
4,1197.0,3.0,JetBlue Airways,Massachusetts,Florida,293.5,Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)",Palm Beach International Airport,West Palm Beach,"West Palm Beach, FL (PBI)"
1,936.0,1.0,American Airlines,North Carolina,Texas,136.0,Charlotte/Douglas International Airport,Charlotte,"Charlotte, NC (CLT)",Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)"
2,1569.0,1.0,United Airlines,New Jersey,Texas,697.0,Newark Liberty International Airport,Newark,"Newark, NJ (EWR)",San Antonio International Airport,San Antonio,"San Antonio, TX (SAT)"
2,920.0,1.0,Southwest Airlines,North Carolina,Texas,183.19,Charlotte/Douglas International Airport,Charlotte,"Charlotte, NC (CLT)",William P. Hobby Airport,Houston,"Houston, TX (HOU)"
3,1167.0,3.0,Spirit Airlines,Louisiana,New Jersey,103.5,Louis Armstrong New Orleans International Airport,New Orleans,"New Orleans, LA (MSY)",Newark Liberty International Airport,Newark,"Newark, NJ (EWR)"
4,2196.0,1.0,Southwest Airlines,California,New York,384.75,San Diego International Airport,San Diego,"San Diego, CA (SAN)",Buffalo Niagara International Airport,Buffalo,"Buffalo, NY (BUF)"
2,328.0,1.0,Southwest Airlines,New Mexico,Arizona,77.0,Albuquerque International Sunport,Albuquerque,"Albuquerque, NM (ABQ)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
4,2566.0,1.0,Southwest Airlines,California,New Hampshire,243.0,San Diego International Airport,San Diego,"San Diego, CA (SAN)",ManchesterCBoston Regional Airport,Manchester,"Manchester, NH (MHT)"
2,892.0,1.0,JetBlue Airways,Virginia,Florida,235.0,Ronald Reagan Washington National Airport,"Washington, D.C. / Arlington County","Washington, D.C. / Arlington County, VA (DCA)",Southwest Florida International Airport,Fort Myers,"Fort Myers, FL (RSW)"
3,2586.0,1.0,JetBlue Airways,California,New York,268.5,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",John F. Kennedy International Airport,New York,"New York, NY (JFK)"
1,2701.0,2.0,Alaska Airlines,Hawaii,Washington,335.5,Lihue Airport,"Lihue , Kauai","Lihue , Kauai, HI (LIH)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
1,641.0,1.0,Frontier Airlines,Colorado,Texas,59.63,Denver International Airport,Denver,"Denver, CO (DEN)",Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)"
1,406.0,17.0,Spirit Airlines,Georgia,Florida,63.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Tampa International Airport,Tampa,"Tampa, FL (TPA)"
3,1558.0,3.0,Frontier Airlines,Pennsylvania,Colorado,69.0,Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)",Denver International Airport,Denver,"Denver, CO (DEN)"
2,1195.0,1.0,United Airlines,Texas,Utah,75.0,George Bush Intercontinental Airport,Houston,"Houston, TX (IAH)",Salt Lake City International Airport,Salt Lake City,"Salt Lake City, UT (SLC)"
3,334.0,17.0,Delta Air Lines,Illinois,Minnesota,161.5,Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)",MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)"
1,247.0,1.0,American Airlines,Texas,Texas,250.5,San Antonio International Airport,San Antonio,"San Antonio, TX (SAT)",Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)"
3,2136.0,1.0,Southwest Airlines,Pennsylvania,California,172.0,Pittsburgh International Airport,Pittsburgh,"Pittsburgh, PA (PIT)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
4,231.0,1.0,Southwest Airlines,California,Nevada,118.5,Long Beach Airport,Long Beach,"Long Beach, CA (LGB)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
2,1050.0,1.0,Alaska Airlines,Washington,California,173.0,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",San Diego International Airport,San Diego,"San Diego, CA (SAN)"
3,1127.0,10.0,Delta Air Lines,Michigan,Florida,103.0,Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)",Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)"
2,2994.0,1.0,Delta Air Lines,Utah,Hawaii,632.0,Salt Lake City International Airport,Salt Lake City,"Salt Lake City, UT (SLC)",Daniel K. Inouye International Airport,"Honolulu , Oahu","Honolulu , Oahu, HI (HNL)"
