Quarter,Miles,NumTicketsOrdered,AirlineCompany,PricePerTicket,OriginState,DestState,log_miles,log_price
2,2468.0,1.0,Delta Air Lines (DL),225.0,California,New York,7.811163385025279,5.41610040220442
4,834.0,1.0,American Airlines (AA),106.5,Florida,Pennsylvania,6.726233402358747,4.66814498514948
3,2039.0,1.0,Southwest Airlines (WN),160.79,Nevada,Florida,7.620214770574455,5.08009916575632
2,399.0,5.0,American Airlines (AA),371.0,Massachusetts,Virginia,5.988961416889864,5.916202062607435
4,528.0,1.0,Delta Air Lines (DL),118.76,Minnesota,Michigan,6.269096283706261,4.777104649895559
4,1481.0,2.0,Delta Air Lines (DL),132.32,Utah,Michigan,7.300472814267799,4.885223231275381
2,859.0,1.0,Alaska Airlines (AS),176.57,Oregon,California,6.755768921984255,5.1737173983147065
3,777.0,1.0,Southwest Airlines (WN),225.0,Connecticut,Illinois,6.655440350367647,5.41610040220442
4,1303.0,1.0,Spirit Airlines (NK),121.5,Texas,Pennsylvania,7.172424577124845,4.799914262780603
3,994.0,2.0,JetBlue Airways (B6),152.0,Texas,Florida,6.901737206656574,5.0238805208462765
4,2125.0,1.0,American Airlines (AA),222.59,North Carolina,California,7.661527081358517,5.405331514202519
4,557.0,2.0,Spirit Airlines (NK),58.0,South Carolina,Ohio,6.322565239927284,4.060443010546419
3,2504.0,13.0,American Airlines (AA),398.5,Hawaii,California,7.825644732219989,5.98770749823027
4,1407.0,1.0,Southwest Airlines (WN),233.5,Maryland,Texas,7.249215057114389,5.453182077108952
4,679.0,3.0,Southwest Airlines (WN),229.0,Texas,Florida,6.520621127558696,5.43372200355424
4,529.0,1.0,United Airlines (UA),253.0,New Jersey,North Carolina,6.270988431858299,5.53338948872752
1,874.0,1.0,Delta Air Lines (DL),279.5,Montana,Minnesota,6.773080375655535,5.633002292595154
2,471.0,1.0,Southwest Airlines (WN),234.5,Tennessee,Louisiana,6.154858094016418,5.457455587886334
4,1033.0,1.0,Southwest Airlines (WN),157.0,New York,Florida,6.940222469119639,5.056245805348308
3,1150.0,1.0,American Airlines (AA),192.5,Arizona,Iowa,7.047517221357296,5.260096153727839
3,867.0,15.0,Alaska Airlines (AS),67.5,Nevada,Washington,6.7650389767805414,4.212127597878484
3,1167.0,2.0,Southwest Airlines (WN),120.5,Florida,Illinois,7.062191632286556,4.791649752930709
2,248.0,1.0,Southwest Airlines (WN),257.08,Texas,Texas,5.5134287461649825,5.549387320503086
2,587.0,1.0,Southwest Airlines (WN),318.5,Alabama,Texas,6.375024819828097,5.763622475012218
1,2454.0,1.0,United Airlines (UA),209.5,New Jersey,California,7.805474625270857,5.344723739362192
1,272.0,2.0,Southwest Airlines (WN),100.5,Missouri,Tennessee,5.605802066295998,4.61015772749913
2,1979.0,1.0,Delta Air Lines (DL),397.5,California,Michigan,7.590346945602565,5.985194934094387
2,2586.0,13.0,JetBlue Airways (B6),311.0,California,New York,7.857867559331803,5.739792912179234
4,1182.0,2.0,Delta Air Lines (DL),207.0,Louisiana,New York,7.074963197966044,5.332718793265369
1,811.0,1.0,Allegiant Air (G4),87.0,Nevada,Montana,6.698268054115413,4.465908118654584
2,594.0,2.0,Delta Air Lines (DL),112.5,Michigan,Georgia,6.386879319362645,4.722953221644475
3,554.0,4.0,Southwest Airlines (WN),192.0,Ohio,Georgia,6.317164686747284,5.2574953720277815
2,1237.0,1.0,Delta Air Lines (DL),169.0,Massachusetts,Florida,7.1204443723924875,5.1298987149230735
1,507.0,5.0,American Airlines (AA),54.5,North Carolina,Florida,6.2285110035911835,3.9982007016691985
2,2439.0,1.0,Southwest Airlines (WN),255.0,Maryland,California,7.79934339821592,5.541263545158426
2,328.0,1.0,American Airlines (AA),337.0,Florida,North Carolina,5.793013608384144,5.820082930352362
1,486.0,1.0,Southwest Airlines (WN),190.0,Nevada,New Mexico,6.186208623900494,5.247024072160486
3,2446.0,1.0,Delta Air Lines (DL),124.5,California,New York,7.802209316247118,4.824305715904762
3,895.0,1.0,United Airlines (UA),110.0,Ohio,Florida,6.796823718274855,4.700480365792417
3,184.0,2.0,JetBlue Airways (B6),101.5,New York,Massachusetts,5.214935757608986,4.620058798481842
3,1995.0,1.0,American Airlines (AA),612.0,California,Ohio,7.598399329323964,6.416732282512326
1,2486.0,1.0,United Airlines (UA),773.5,California,Hawaii,7.818430272070656,6.6509256700131205
1,1468.0,1.0,Southwest Airlines (WN),357.5,California,Texas,7.291656209174461,5.879135362134062
4,2381.0,2.0,JetBlue Airways (B6),134.0,Massachusetts,Nevada,7.7752758464868625,4.897839799950911
3,742.0,1.0,Southwest Airlines (WN),239.0,Washington,California,6.60934924316738,5.476463551931511
3,2704.0,1.0,United Airlines (UA),279.5,Massachusetts,California,7.902487437162855,5.633002292595154
1,759.0,1.0,JetBlue Airways (B6),95.5,Florida,Virginia,6.63200177739563,4.5591262474866845
3,1956.0,2.0,United Airlines (UA),450.0,Virginia,Arizona,7.578656850594762,6.1092475827643655
3,2615.0,2.0,United Airlines (UA),150.0,California,Hawaii,7.869019376499023,5.0106352940962555
3,993.0,1.0,American Airlines (AA),106.66,Pennsylvania,Florida,6.900730664045173,4.669646205172456
1,1790.0,1.0,Southwest Airlines (WN),184.5,Illinois,California,7.489970898834801,5.217649463480582
2,200.0,2.0,United Airlines (UA),237.5,New Jersey,Massachusetts,5.298317366548036,5.470167623474696
2,1069.0,2.0,JetBlue Airways (B6),187.5,New York,Florida,6.974478911025045,5.233778845410465
1,1216.0,1.0,Southwest Airlines (WN),310.78,Texas,California,7.103322062526113,5.739085266358588
2,1372.0,2.0,United Airlines (UA),340.0,New Jersey,Texas,7.22402480828583,5.8289456176102075
2,2338.0,2.0,United Airlines (UA),209.5,Hawaii,California,7.757051142032013,5.344723739362192
1,1121.0,13.0,Spirit Airlines (NK),88.5,Florida,Massachusetts,7.02197642307216,4.483002552013883
2,1457.0,1.0,American Airlines (AA),290.0,California,Texas,7.284134806195205,5.66988092298052
4,529.0,5.0,American Airlines (AA),147.5,New Jersey,North Carolina,6.270988431858299,4.993828175779875
4,2475.0,2.0,Alaska Airlines (AS),298.5,California,New York,7.813995675002791,5.698769932832657
3,2254.0,1.0,United Airlines (UA),189.5,Pennsylvania,California,7.720461694599722,5.244389024522481
3,1846.0,2.0,American Airlines (AA),289.0,Illinois,California,7.520776415062797,5.666426688112432
2,581.0,8.0,Delta Air Lines (DL),122.5,Florida,Georgia,6.364750756851911,4.808111029984782
4,480.0,1.0,Southwest Airlines (WN),144.5,California,California,6.173786103901937,4.973279507552487
1,1440.0,3.0,American Airlines (AA),129.0,Arizona,Illinois,7.272398392570047,4.859812404361672
2,955.0,4.0,Frontier Airlines (F9),95.5,New Jersey,Florida,6.86171134048073,4.5591262474866845
1,430.0,1.0,Southwest Airlines (WN),118.0,Kentucky,Maryland,6.063785208687608,4.770684624465665
1,811.0,1.0,United Airlines (UA),264.7,Florida,Virginia,6.698268054115413,5.578597109233056
4,1020.0,1.0,Southwest Airlines (WN),107.5,Washington,Arizona,6.927557906278317,4.677490847567717
2,814.0,1.0,Southwest Airlines (WN),126.5,Virginia,Florida,6.70196036600254,4.840242308167575
2,289.0,18.0,Southwest Airlines (WN),132.0,New York,Maryland,5.666426688112432,4.882801922586371
1,1180.0,5.0,JetBlue Airways (B6),224.5,Connecticut,Florida,7.07326971745971,5.413875707182309
2,1042.0,2.0,Delta Air Lines (DL),577.0,Texas,Minnesota,6.948897222313312,6.3578422665081
3,1096.0,1.0,Delta Air Lines (DL),106.0,New York,Florida,6.999422467507961,4.663439094112067
2,1608.0,3.0,United Airlines (UA),183.0,California,Texas,7.382746449738912,5.209486152841421
1,1062.0,1.0,United Airlines (UA),282.53,Colorado,Louisiana,6.967909201801884,5.643784739638504
2,1026.0,4.0,Allegiant Air (G4),90.0,Arizona,Nebraska,6.933423025730715,4.499809670330265
4,1050.0,1.0,Delta Air Lines (DL),289.5,Washington,California,6.956545443151569,5.66815529701305
3,2422.0,2.0,Alaska Airlines (AS),221.0,Washington,New York,7.792348924113037,5.3981627015177525
3,1246.0,2.0,Southwest Airlines (WN),122.78,Texas,Maryland,7.1276936993473985,4.81039413599935
4,1048.0,1.0,Delta Air Lines (DL),221.56,South Carolina,Texas,6.954638864880987,5.4006934331649035
4,1145.0,3.0,American Airlines (AA),124.0,Michigan,Florida,7.0431599159883405,4.820281565605037
4,1143.0,1.0,American Airlines (AA),113.59,Florida,Texas,7.04141166379481,4.73259547424333
3,588.0,5.0,Delta Air Lines (DL),144.0,Utah,California,6.376726947898627,4.969813299576001
2,793.0,2.0,Southwest Airlines (WN),245.5,Texas,Illinois,6.675823221634848,5.503296947234575
2,341.0,1.0,Delta Air Lines (DL),221.5,Mississippi,Georgia,5.831882477283517,5.40042258948519
4,2586.0,2.0,JetBlue Airways (B6),437.5,New York,California,7.857867559331803,6.081076705797669
3,612.0,5.0,JetBlue Airways (B6),213.0,Massachusetts,North Carolina,6.416732282512326,5.3612921657094255
1,754.0,3.0,Allegiant Air (G4),104.5,Montana,Nevada,6.625392368007956,4.6491870714048655
4,1750.0,1.0,Southwest Airlines (WN),461.0,California,Illinois,7.4673710669175595,6.133398042996649
3,2601.0,2.0,JetBlue Airways (B6),184.5,California,Massachusetts,7.8636512654486515,5.217649463480582
4,296.0,1.0,Southwest Airlines (WN),147.0,Arkansas,Missouri,5.69035945432406,4.990432586778736
3,2677.0,1.0,Hawaiian Airlines (HA),924.0,Washington,Hawaii,7.892452043520352,6.828712071641684
2,1023.0,5.0,JetBlue Airways (B6),108.0,Florida,New Jersey,6.930494765951626,4.68213122712422
1,1330.0,1.0,Southwest Airlines (WN),286.0,Nebraska,California,7.1929342212158,5.655991810819852
1,1626.0,1.0,Delta Air Lines (DL),184.5,Colorado,New York,7.3938782901077555,5.217649463480582
2,387.0,1.0,Southwest Airlines (WN),88.0,California,California,5.958424693029782,4.477336814478207
3,2994.0,1.0,Delta Air Lines (DL),445.45,Hawaii,Utah,8.004365564979574,6.099085007166653
2,373.0,1.0,Delta Air Lines (DL),367.0,Kentucky,Georgia,5.921578419643816,5.905361848054571
3,1874.0,1.0,Alaska Airlines (AS),96.0,Texas,Washington,7.535830462798367,4.564348191467836
3,1120.0,1.0,United Airlines (UA),172.0,Illinois,Florida,7.02108396428914,5.147494476813453
2,1464.0,1.0,American Airlines (AA),390.0,California,Texas,7.288927694521257,5.966146739123692
1,1431.0,1.0,American Airlines (AA),564.0,Texas,California,7.266128779556451,6.335054251498059
3,2694.0,5.0,JetBlue Airways (B6),214.0,Massachusetts,California,7.898782356970309,5.365976015021851
3,1068.0,5.0,JetBlue Airways (B6),180.0,New Jersey,Florida,6.97354301952014,5.19295685089021
3,1814.0,3.0,American Airlines (AA),251.0,Indiana,California,7.503289630675082,5.5254529391317835
1,129.0,3.0,Delta Air Lines (DL),223.0,Oregon,Washington,4.859812404361672,5.407171771460119
3,2527.0,1.0,United Airlines (UA),61.44,California,Connecticut,7.834788107388194,4.118061088839417
4,1770.0,1.0,Southwest Airlines (WN),128.94,Texas,Washington,7.478734825567875,4.859347179882474
1,825.0,1.0,Southwest Airlines (WN),84.0,Louisiana,Illinois,6.715383386334681,4.430816798843313
1,585.0,1.0,Frontier Airlines (F9),105.0,Kentucky,New York,6.371611847231857,4.653960350157523
3,331.0,1.0,American Airlines (AA),129.43,North Carolina,Virginia,5.802118375377063,4.863140194454346
4,1947.0,1.0,Southwest Airlines (WN),111.0,Georgia,California,7.5740450053721995,4.709530201312334
3,599.0,1.0,United Airlines (UA),96.0,Illinois,North Carolina,6.395261598115449,4.564348191467836
1,293.0,3.0,Southwest Airlines (WN),227.0,Texas,Texas,5.680172609017068,5.424950017481403
1,588.0,9.0,Delta Air Lines (DL),222.5,Utah,California,6.376726947898627,5.404927101606295
3,2402.0,1.0,Alaska Airlines (AS),230.5,Pennsylvania,California,7.784057002639929,5.440250862436703
4,447.0,1.0,United Airlines (UA),196.5,California,California,6.102558594613569,5.280662431309316
4,805.0,1.0,JetBlue Airways (B6),155.5,Virginia,Florida,6.690842277418564,5.0466457316192885
1,1089.0,1.0,American Airlines (AA),143.04,New York,Florida,6.9930151229329605,4.963124311425204
3,1504.0,1.0,Southwest Airlines (WN),298.5,New Jersey,Texas,7.315883504509785,5.698769932832657
1,1012.0,2.0,United Airlines (UA),321.0,Illinois,Florida,6.919683849847411,5.771441123130016
1,2447.0,1.0,Southwest Airlines (WN),166.0,Maryland,California,7.802618063442671,5.111987788356544
2,1249.0,3.0,JetBlue Airways (B6),242.0,Florida,Massachusetts,7.130098510125578,5.488937726156687
2,2475.0,6.0,Delta Air Lines (DL),256.0,New York,California,7.813995675002791,5.545177444479562
4,1846.0,1.0,American Airlines (AA),151.5,California,Illinois,7.520776415062797,5.020585624949423
4,1874.0,1.0,Alaska Airlines (AS),325.0,Washington,Texas,7.535830462798367,5.783825182329737
4,2173.0,9.0,Spirit Airlines (NK),104.0,Florida,Nevada,7.6838639802564295,4.6443908991413725
2,602.0,5.0,Southwest Airlines (WN),72.5,Arizona,Colorado,6.400257445308821,4.283586561860629
4,867.0,1.0,Southwest Airlines (WN),173.0,Nevada,Washington,6.7650389767805414,5.153291594497779
1,1024.0,1.0,Alaska Airlines (AS),168.0,Colorado,Washington,6.931471805599453,5.123963979403259
1,846.0,1.0,JetBlue Airways (B6),220.0,Oregon,California,6.740519359606223,5.393627546352362
4,474.0,2.0,JetBlue Airways (B6),284.0,Massachusetts,Virginia,6.161207321695077,5.648974238161206
3,925.0,4.0,United Airlines (UA),418.0,Texas,Illinois,6.829793737512425,6.035481432524756
3,850.0,8.0,Allegiant Air (G4),77.0,Kentucky,Florida,6.745236349484363,4.343805421853684
2,1814.0,3.0,American Airlines (AA),167.0,Pennsylvania,Arizona,7.503289630675082,5.117993812416755
4,629.0,3.0,Delta Air Lines (DL),165.5,Michigan,Missouri,6.444131256700441,5.1089711948171175
3,994.0,1.0,JetBlue Airways (B6),59.0,Pennsylvania,Florida,6.901737206656574,4.07753744390572
1,258.0,1.0,Southwest Airlines (WN),184.5,Nevada,California,5.552959584921617,5.217649463480582
3,1558.0,1.0,Southwest Airlines (WN),323.5,Pennsylvania,Colorado,7.351158226430694,5.7791991139409555
4,999.0,6.0,Allegiant Air (G4),125.0,Ohio,Florida,6.906754778648554,4.8283137373023015
3,1166.0,1.0,Southwest Airlines (WN),175.5,Florida,New York,7.061334366910438,5.167639042905921
3,646.0,1.0,Southwest Airlines (WN),168.5,California,Arizona,6.470799503782602,5.126935749792416
2,519.0,1.0,Southwest Airlines (WN),155.56,Nevada,Idaho,6.251903883165888,5.047031509287547
3,1237.0,3.0,JetBlue Airways (B6),153.5,Massachusetts,Florida,7.1204443723924875,5.033700567027251
3,2677.0,2.0,Hawaiian Airlines (HA),305.5,Washington,Hawaii,7.892452043520352,5.72194977861165
4,983.0,1.0,Delta Air Lines (DL),324.5,Florida,Michigan,6.890609120147166,5.782285536144145
1,1012.0,1.0,Spirit Airlines (NK),113.5,Florida,Illinois,6.919683849847411,4.7318028369214575
2,759.0,1.0,American Airlines (AA),272.86,Virginia,Florida,6.63200177739563,5.608958843134728
4,1076.0,1.0,Spirit Airlines (NK),104.53,Florida,New York,6.98100574072173,4.649474111544616
3,1460.0,2.0,American Airlines (AA),153.5,Arizona,Wisconsin,7.286191714702382,5.033700567027251
2,2442.0,1.0,United Airlines (UA),321.45,California,Virginia,7.80057265467065,5.772842010587696
4,2075.0,1.0,American Airlines (AA),254.0,Arizona,Pennsylvania,7.637716432664798,5.537334267018537
4,850.0,6.0,Allegiant Air (G4),199.5,Kentucky,Florida,6.745236349484363,5.295814236329918
1,2267.0,1.0,American Airlines (AA),170.23,California,Florida,7.726212650507529,5.137150463826479
1,328.0,2.0,American Airlines (AA),250.5,Tennessee,North Carolina,5.793013608384144,5.523458920524919
2,719.0,3.0,Southwest Airlines (WN),225.5,Missouri,Virginia,6.577861357721047,5.418320158942733
2,2611.0,1.0,Delta Air Lines (DL),287.0,California,Massachusetts,7.8674885686991285,5.659482215759621
2,261.0,1.0,Alaska Airlines (AS),122.5,Alaska,Alaska,5.564520407322694,4.808111029984782
3,2556.0,1.0,Hawaiian Airlines (HA),815.0,California,Hawaii,7.846198815497425,6.703188113240863
2,168.0,1.0,American Airlines (AA),83.66,South Carolina,North Carolina,5.123963979403259,4.426760966014053
1,356.0,9.0,Delta Air Lines (DL),129.0,Georgia,North Carolina,5.87493073085203,4.859812404361672
1,733.0,1.0,United Airlines (UA),247.0,Illinois,New York,6.597145701886651,5.5093883366279774
4,2182.0,2.0,Delta Air Lines (DL),469.0,Washington,Georgia,7.687997166393016,6.150602768446279
3,1999.0,1.0,Southwest Airlines (WN),228.5,Maryland,Arizona,7.6004023345004,5.43153621033426
1,602.0,1.0,United Airlines (UA),405.5,Colorado,Arizona,6.400257445308821,6.005120873555468
3,571.0,2.0,Southwest Airlines (WN),98.5,Florida,Texas,6.3473892096560105,4.590056548178043
3,2486.0,1.0,Delta Air Lines (DL),423.0,Hawaii,California,7.818430272070656,6.0473721790462776
4,1773.0,2.0,American Airlines (AA),390.5,Arizona,North Carolina,7.480428306074208,5.967427969279741
4,937.0,9.0,JetBlue Airways (B6),102.0,New Jersey,Florida,6.842683282238422,4.624972813284271
1,191.0,1.0,United Airlines (UA),117.0,Texas,Texas,5.25227342804663,4.762173934797756
4,1440.0,12.0,American Airlines (AA),170.5,Arizona,Illinois,7.272398392570047,5.1387352967235715
4,447.0,7.0,Alaska Airlines (AS),165.0,California,California,6.102558594613569,5.10594547390058
4,862.0,4.0,Southwest Airlines (WN),90.5,California,Colorado,6.759255270663693,4.505349850705881
3,1524.0,2.0,Southwest Airlines (WN),204.5,Nevada,Wisconsin,7.329093736246592,5.320567975482857
2,328.0,1.0,Southwest Airlines (WN),193.0,Tennessee,North Carolina,5.793013608384144,5.262690188904886
3,2586.0,1.0,Alaska Airlines (AS),128.0,New York,California,7.857867559331803,4.852030263919617
3,1726.0,2.0,United Airlines (UA),188.06,Illinois,California,7.453561871643373,5.236761060848931
4,997.0,4.0,Southwest Airlines (WN),440.5,Illinois,Florida,6.904750769961838,6.0879104453762345
3,632.0,2.0,Southwest Airlines (WN),222.0,North Carolina,Illinois,6.448889394146858,5.402677381872279
2,1079.0,1.0,Southwest Airlines (WN),231.5,New York,Florida,6.983789965258135,5.444579873526289
4,1276.0,4.0,American Airlines (AA),110.0,Minnesota,Arizona,7.151485463904735,4.700480365792417
3,416.0,1.0,United Airlines (UA),353.0,North Carolina,New Jersey,6.030685260261263,5.8664680569332965
4,817.0,1.0,Southwest Airlines (WN),190.0,Oregon,California,6.705639094860003,5.247024072160486
4,859.0,1.0,Alaska Airlines (AS),141.5,Oregon,California,6.755768921984255,4.952299717083292
3,612.0,1.0,Delta Air Lines (DL),256.0,Massachusetts,North Carolina,6.416732282512326,5.545177444479562
3,1866.0,1.0,Southwest Airlines (WN),142.22,Indiana,Washington,7.531552381407289,4.957375154455372
1,2454.0,1.0,United Airlines (UA),341.5,California,New Jersey,7.805474625270857,5.833347679010845
4,1111.0,1.0,JetBlue Airways (B6),291.0,Connecticut,Florida,7.01301578963963,5.673323267171493
2,371.0,2.0,Southwest Airlines (WN),135.0,California,California,5.916202062607435,4.90527477843843
2,862.0,6.0,Spirit Airlines (NK),58.0,Colorado,California,6.759255270663693,4.060443010546419
1,1087.0,1.0,Southwest Airlines (WN),263.0,Utah,Texas,6.99117688712121,5.572154032177765
1,786.0,13.0,Southwest Airlines (WN),410.0,Missouri,Texas,6.666956792429207,6.016157159698354
2,1105.0,1.0,Southwest Airlines (WN),176.5,Florida,Texas,7.007600613951853,5.173320876373351
1,1085.0,1.0,United Airlines (UA),421.0,New Jersey,Florida,6.98933526597456,6.042632833682381
1,2586.0,1.0,American Airlines (AA),991.5,New York,California,7.857867559331803,6.8992189479598505
2,550.0,1.0,United Airlines (UA),303.0,California,Oregon,6.309918278226516,5.713732805509369
4,721.0,5.0,Southwest Airlines (WN),210.5,Georgia,Texas,6.580639137284949,5.349485653122436
2,2422.0,1.0,Alaska Airlines (AS),229.5,Washington,New York,7.792348924113037,5.4359030295006
2,569.0,4.0,Southwest Airlines (WN),93.0,Oregon,California,6.343880434126331,4.532599493153256
